cpu_usage,memory_usage,net_upload_mbps,net_download_mbps,disk_read_mbps,disk_write_mbps,idle
13.17,20.25,0.26,0.33,0.42,1.6,1
7.07,20.05,0.11,0.33,1.92,1.04,1
7.87,20.38,0.39,0.34,0.36,1.17,1
10.72,20.25,0.44,0.37,0.15,1.92,1
9.39,20.86,0.33,0.55,0.41,1.51,1
8.34,20.48,0.24,0.11,0.17,0.68,1
14.31,21.44,0.39,0.66,1.04,0.33,1
5.69,20.46,0.05,0.49,1.75,1.77,1
86.47,20.65,6.16,8.7,43.15,43.87,0
63.08,21.59,16.45,79.7,45.05,29.87,0
94.71,21.81,3.21,85.71,27.49,22.44,0
24.2,22.69,10.62,87.73,14.61,24.19,0
52.14,23.29,7.81,46.85,28.38,33.44,0
53.91,23.73,16.53,55.7,20.23,34.61,0
61.85,24.08,2.08,21.14,17.84,17.72,0
21.38,23.51,15.36,30.21,18.95,28.76,0
86.34,23.09,2.62,47.22,43.22,32.71,0
51.56,24.09,14.43,97.46,45.19,20.41,0
20.26,23.56,1.52,83.26,13.98,7.73,0
51.96,24.42,14.88,64.31,15.69,27.65,0
81.13,23.49,7.14,98.32,36.89,7.81,0
32.63,24.33,14.83,22.46,28.02,9.2,0
45.8,23.38,18.25,94.76,5.28,25.89,0
88.15,24.26,10.85,12.12,9.96,22.26,0
71.97,23.29,17.48,39.81,6.94,48.84,0
91.07,24.22,8.0,5.96,36.01,49.12,0
32.07,23.58,4.44,58.73,33.68,38.27,0
91.93,24.54,13.14,85.47,29.3,23.64,0
63.66,23.55,17.47,95.56,35.39,29.7,0
23.0,23.27,4.82,22.67,16.46,18.72,0
51.54,23.15,2.88,9.02,35.33,29.18,0
67.58,23.83,16.73,45.63,33.85,47.91,0
51.95,23.87,13.25,21.82,30.22,49.16,0
89.57,24.04,8.74,99.89,31.06,6.9,0
40.59,23.62,1.62,82.98,17.41,40.84,0
34.57,23.74,19.5,39.36,32.06,32.45,0
88.6,23.83,13.81,43.35,43.81,13.15,0
91.29,24.72,12.88,82.61,34.41,42.77,0
40.47,23.73,4.22,50.98,36.58,15.22,0
45.72,23.44,19.41,71.02,23.06,13.67,0
32.74,22.55,3.02,91.14,49.89,12.39,0
44.73,23.1,9.77,24.46,18.56,14.04,0
73.44,22.44,13.06,41.79,45.91,48.63,0
36.73,22.49,10.99,13.67,24.64,31.18,0
44.82,21.57,11.31,96.09,14.27,34.47,0
24.98,21.7,11.48,14.97,6.01,12.72,0
72.75,21.53,4.85,68.48,13.21,32.61,0
69.03,20.66,19.91,94.09,5.19,44.84,0
91.48,21.11,6.35,41.29,9.12,10.05,0
90.82,20.21,12.6,73.01,39.29,16.83,0
20.14,20.0,7.66,27.94,7.8,13.08,0
88.62,20.0,3.67,56.08,31.69,29.46,0
43.91,20.39,1.97,42.59,13.49,30.27,0
59.91,20.85,9.25,41.8,42.88,14.87,0
76.81,20.0,8.96,33.24,26.17,9.19,0
28.37,20.87,4.56,52.9,43.21,15.6,0
91.62,21.01,19.22,84.57,21.37,8.27,0
61.9,20.38,17.15,99.62,27.87,20.53,0
0.17,21.21,0.25,0.56,1.65,1.01,1
9.46,20.55,0.42,0.15,1.71,1.35,1
2.93,20.88,0.46,0.03,0.93,0.63,1
12.61,21.68,0.18,0.43,1.96,1.57,1
6.64,21.22,0.12,0.41,1.43,0.22,1
0.79,22.08,0.22,0.83,0.05,1.35,1
3.63,21.28,0.35,0.98,1.92,0.47,1
2.31,20.62,0.35,0.73,1.35,0.67,1
8.75,20.21,0.24,0.73,0.88,0.68,1
3.25,20.0,0.13,0.09,0.69,0.07,1
11.23,20.92,0.16,0.67,1.43,1.16,1
0.42,20.57,0.37,0.96,1.72,0.34,1
2.67,20.95,0.3,0.71,0.63,1.08,1
6.38,20.42,0.43,0.77,0.13,1.24,1
8.41,20.0,0.48,0.88,0.81,0.58,1
8.03,20.0,0.06,0.55,0.0,0.65,1
14.57,20.0,0.36,0.35,0.19,1.03,1
8.09,20.85,0.42,0.62,1.27,1.08,1
13.99,21.13,0.26,0.31,0.92,0.37,1
7.55,21.26,0.05,0.2,0.96,1.78,1
10.25,20.36,0.17,0.57,0.89,1.32,1
7.45,20.0,0.15,0.33,1.92,0.37,1
7.7,20.0,0.43,0.42,1.49,1.71,1
5.95,20.36,0.18,0.83,0.09,0.62,1
8.53,20.36,0.22,0.54,0.4,0.86,1
13.53,20.81,0.13,0.87,1.29,0.04,1
0.63,20.57,0.5,0.87,0.59,0.51,1
5.41,21.27,0.19,0.32,1.24,0.33,1
12.2,21.5,0.24,0.85,0.49,0.04,1
6.92,22.03,0.28,0.9,1.94,1.27,1
1.35,21.65,0.08,0.73,0.86,0.89,1
9.15,21.31,0.09,0.63,0.35,0.13,1
3.54,21.27,0.44,0.05,0.35,1.1,1
0.78,21.21,0.0,0.99,1.32,0.73,1
4.07,21.89,0.17,0.65,1.77,0.37,1
1.91,21.81,0.11,0.04,0.28,1.83,1
1.26,21.25,0.48,0.88,1.51,1.87,1
12.56,21.8,0.34,0.87,1.59,0.69,1
4.01,21.84,0.16,0.11,1.87,0.58,1
5.93,21.71,0.48,0.34,1.56,1.71,1
5.73,22.49,0.37,0.91,1.51,0.45,1
5.87,22.68,0.29,0.83,0.38,1.57,1
13.41,21.91,0.09,0.42,1.67,0.04,1
14.86,22.41,0.14,0.98,0.37,0.72,1
9.9,22.3,0.29,0.53,1.69,0.47,1
2.42,21.35,0.3,0.25,0.67,0.94,1
1.47,20.37,0.34,0.43,1.73,1.39,1
9.29,20.73,0.05,0.78,1.98,1.06,1
3.64,20.63,0.22,0.86,0.33,0.53,1
10.71,21.04,0.19,0.93,0.19,0.74,1
36.95,21.9,13.47,20.6,7.52,10.45,0
61.38,22.79,16.13,36.6,31.67,27.27,0
76.07,23.65,14.88,9.4,29.74,26.01,0
39.3,24.36,6.13,44.08,15.95,10.81,0
61.87,23.53,17.37,83.96,17.69,29.65,0
88.64,23.03,8.68,42.4,18.62,25.73,0
48.11,23.78,16.2,84.25,18.69,26.11,0
23.95,23.89,17.89,25.82,35.53,31.21,0
84.45,23.32,2.93,37.97,29.22,41.51,0
80.22,23.35,8.59,22.95,39.15,9.09,0
24.79,23.21,7.77,62.1,30.03,23.21,0
37.01,22.27,9.66,95.56,43.27,11.54,0
90.01,22.23,11.01,56.09,40.13,19.16,0
92.65,22.77,13.77,19.61,11.0,14.19,0
42.15,22.24,1.41,94.7,12.64,5.43,0
37.63,22.06,9.02,92.44,44.56,25.56,0
61.63,21.46,5.63,9.96,47.27,13.4,0
55.43,21.83,10.34,6.75,11.66,22.02,0
37.13,21.09,9.04,57.95,44.99,19.67,0
56.7,20.16,15.19,15.44,24.11,5.8,0
56.22,20.0,6.67,85.29,32.1,25.43,0
57.29,20.0,1.77,89.82,49.92,13.17,0
30.77,20.0,13.56,67.84,43.16,38.83,0
65.96,20.11,14.08,53.71,26.4,34.03,0
68.3,20.48,12.64,73.32,33.93,28.39,0
53.71,21.42,5.59,5.13,30.2,31.58,0
47.11,20.92,8.49,24.17,8.17,39.78,0
65.67,20.49,14.07,49.77,44.44,24.97,0
87.2,20.06,17.37,20.58,6.17,9.05,0
92.92,20.0,11.61,40.46,44.99,25.39,0
90.59,20.0,17.14,85.15,28.05,40.52,0
62.99,20.0,19.69,32.64,40.75,27.07,0
77.23,20.0,4.2,64.99,8.85,47.61,0
36.98,20.0,3.45,94.87,37.04,38.37,0
55.6,20.59,3.09,58.18,16.11,48.97,0
50.97,20.02,3.88,79.61,10.49,13.52,0
61.77,20.51,15.95,34.86,8.81,25.9,0
36.62,21.13,5.18,94.99,47.94,49.57,0
34.11,21.71,5.03,37.32,19.32,48.04,0
74.3,22.45,4.53,91.4,42.25,12.36,0
40.42,22.09,2.54,67.4,34.42,9.27,0
94.46,21.64,13.89,74.36,14.58,8.55,0
38.67,22.28,5.46,23.31,30.86,19.76,0
33.8,23.24,9.83,6.3,26.68,7.51,0
79.29,22.62,10.31,13.23,31.66,39.14,0
62.62,23.49,16.47,77.98,41.13,44.57,0
50.41,22.52,11.81,80.11,36.37,49.8,0
46.63,21.69,6.34,29.92,15.01,36.91,0
75.62,22.21,14.18,28.83,16.38,33.3,0
85.74,22.83,17.19,96.66,31.16,45.89,0
13.43,22.09,0.01,0.97,0.95,1.6,1
6.0,21.1,0.14,0.29,0.25,1.61,1
4.76,21.08,0.09,0.59,0.51,0.52,1
9.83,20.87,0.06,0.18,0.49,1.95,1
9.02,20.81,0.12,0.49,0.15,0.07,1
6.04,21.06,0.07,0.69,1.99,0.79,1
14.45,21.09,0.42,0.46,1.47,0.26,1
4.26,21.0,0.08,0.43,0.26,1.4,1
8.01,20.19,0.07,0.14,1.17,1.97,1
4.36,20.01,0.43,0.07,1.75,1.05,1
4.71,20.35,0.15,0.31,1.77,1.45,1
12.0,20.0,0.13,0.62,0.92,1.56,1
9.68,20.0,0.44,0.4,0.13,1.03,1
10.12,20.0,0.48,0.49,0.93,1.31,1
3.88,20.37,0.46,0.67,0.03,0.41,1
11.49,20.76,0.42,0.29,1.86,1.11,1
8.99,21.39,0.06,0.96,0.25,0.51,1
9.32,20.46,0.42,0.52,0.75,1.84,1
12.86,21.23,0.12,0.85,0.28,1.16,1
7.16,21.13,0.37,0.8,1.47,1.85,1
2.68,20.5,0.02,0.25,0.29,1.12,1
0.68,21.29,0.02,0.83,1.18,0.72,1
1.15,21.81,0.49,0.62,0.37,1.36,1
6.5,21.24,0.43,0.15,0.56,0.19,1
3.66,22.03,0.46,0.08,0.85,1.06,1
14.97,22.45,0.38,0.97,1.57,1.93,1
1.29,22.6,0.2,0.65,0.7,0.55,1
14.01,23.46,0.02,0.77,1.45,1.93,1
11.46,24.25,0.26,0.2,1.09,1.53,1
11.87,23.66,0.1,0.6,0.66,0.02,1
1.79,23.41,0.42,0.26,0.57,1.92,1
0.24,23.6,0.14,0.12,0.21,0.15,1
2.92,23.6,0.18,0.86,0.85,1.83,1
6.04,23.57,0.38,0.07,0.18,1.3,1
11.88,24.53,0.46,0.39,1.19,1.0,1
12.48,23.95,0.46,0.25,1.55,0.53,1
14.17,23.5,0.01,0.97,0.3,1.64,1
5.33,22.53,0.11,0.59,0.7,1.31,1
1.06,22.02,0.05,0.42,1.63,1.78,1
8.66,21.29,0.38,0.29,0.82,1.05,1
0.49,20.97,0.08,0.63,0.15,0.38,1
1.26,20.74,0.1,0.91,0.04,1.31,1
10.12,21.38,0.29,0.22,1.69,0.98,1
6.15,21.33,0.49,0.77,1.93,1.03,1
11.36,20.75,0.44,0.96,0.65,1.6,1
8.23,21.02,0.09,0.35,1.86,0.29,1
8.94,21.62,0.06,0.33,1.13,0.37,1
14.59,21.18,0.11,0.19,0.91,1.5,1
0.4,22.12,0.27,0.96,0.78,0.84,1
10.45,22.91,0.36,0.56,1.95,1.38,1
72.45,22.5,14.97,32.59,18.66,40.23,0
62.21,22.71,5.74,82.61,9.97,42.33,0
34.02,21.83,11.3,31.84,19.56,20.82,0
93.95,21.55,1.6,67.94,21.71,34.07,0
70.53,21.11,14.86,70.6,10.13,34.56,0
22.16,20.72,8.88,46.19,26.02,36.72,0
43.65,21.13,2.15,70.25,30.55,20.72,0
60.3,20.71,9.92,53.58,33.64,34.7,0
30.56,20.05,3.98,65.74,44.28,23.43,0
76.75,20.0,16.82,88.66,32.31,43.73,0
28.04,20.0,2.76,72.7,8.13,27.34,0
43.3,20.0,17.54,21.19,20.86,39.84,0
70.47,20.17,16.51,93.57,44.43,19.37,0
25.8,20.0,5.9,13.95,19.18,44.38,0
62.14,20.25,9.23,48.6,48.63,18.33,0
51.5,20.0,2.16,51.49,41.6,9.44,0
31.52,20.78,15.52,73.78,30.43,26.07,0
77.5,21.51,16.43,82.26,33.92,25.61,0
89.45,22.25,1.45,9.9,48.14,17.47,0
49.16,22.23,3.26,12.64,12.04,16.25,0
72.61,22.31,19.74,46.94,28.32,28.48,0
58.83,22.72,1.17,5.16,9.39,9.57,0
35.37,22.26,18.0,93.22,48.92,47.26,0
58.23,22.13,4.33,81.59,44.98,43.31,0
76.9,23.12,2.85,8.82,38.9,24.14,0
27.29,23.95,17.26,50.6,42.22,41.77,0
42.34,24.61,19.05,19.41,8.69,24.42,0
55.51,23.73,16.76,74.32,14.42,47.7,0
87.37,23.45,6.78,52.51,24.01,12.73,0
34.47,23.58,4.87,22.77,27.01,40.91,0
86.99,23.96,13.09,70.49,35.04,25.23,0
25.23,22.99,17.34,78.89,16.04,39.56,0
36.29,22.0,2.24,79.12,39.01,41.61,0
57.59,21.36,14.39,19.76,34.24,8.78,0
55.68,20.84,13.42,18.86,13.34,14.2,0
36.99,21.28,8.51,67.11,24.71,39.92,0
29.49,20.32,1.93,88.4,8.59,11.68,0
67.13,20.06,12.07,98.76,44.91,23.49,0
42.26,20.0,3.9,18.12,10.95,10.14,0
43.0,20.0,19.27,59.95,49.44,21.76,0
44.34,20.0,4.47,18.6,47.53,49.41,0
31.28,20.0,9.05,22.7,21.37,10.81,0
40.38,20.0,7.69,13.96,24.27,49.25,0
85.73,20.71,17.02,95.45,40.55,34.68,0
25.67,21.27,9.79,98.98,39.63,48.29,0
85.62,21.92,14.42,77.25,28.54,46.59,0
83.29,22.09,13.79,33.94,6.6,47.1,0
42.36,22.38,3.83,83.8,42.64,41.65,0
47.45,22.65,6.78,5.81,42.51,8.93,0
57.81,21.75,11.01,93.04,6.42,39.8,0
0.67,20.81,0.21,0.06,1.58,1.06,1
0.7,21.41,0.31,0.81,0.88,1.11,1
9.2,21.65,0.11,0.61,1.26,1.47,1
14.54,20.85,0.1,0.95,1.08,1.34,1
5.77,20.03,0.38,0.71,0.08,1.09,1
14.94,20.0,0.45,0.02,1.72,1.84,1
10.82,20.0,0.22,0.66,0.68,0.65,1
2.27,20.0,0.42,0.35,0.8,1.79,1
8.21,20.94,0.48,0.89,0.34,0.95,1
5.65,21.48,0.19,0.2,0.23,1.48,1
14.54,21.16,0.39,0.24,0.08,1.97,1
4.75,22.15,0.45,0.59,0.43,1.78,1
1.39,23.1,0.43,0.39,1.05,1.83,1
4.01,22.92,0.11,0.08,1.12,0.03,1
1.19,22.58,0.2,0.04,1.67,0.42,1
13.06,22.36,0.37,0.22,0.14,1.43,1
11.51,23.16,0.22,0.35,0.9,1.5,1
0.84,22.89,0.26,0.03,0.94,1.77,1
13.99,22.35,0.32,0.93,1.51,0.21,1
5.97,22.22,0.09,0.49,0.94,1.91,1
11.81,21.91,0.47,0.88,0.42,0.99,1
6.06,22.88,0.18,0.83,0.9,1.05,1
0.99,22.36,0.24,0.77,0.3,1.22,1
13.02,21.93,0.16,0.33,1.2,0.37,1
6.31,22.23,0.18,0.52,1.2,1.13,1
4.69,22.05,0.06,0.76,1.7,0.51,1
7.53,21.17,0.27,0.66,0.08,1.44,1
7.08,21.95,0.41,0.45,0.3,1.97,1
11.59,22.66,0.21,0.18,1.88,1.06,1
5.2,22.09,0.17,0.99,1.04,0.28,1
7.28,21.8,0.02,0.46,0.84,1.56,1
14.74,22.79,0.09,0.59,0.18,1.47,1
12.31,23.77,0.28,0.48,1.67,1.87,1
6.01,23.32,0.5,0.16,0.51,0.18,1
11.54,23.73,0.43,0.78,1.26,1.03,1
5.92,24.5,0.42,0.68,1.4,1.07,1
3.86,24.2,0.19,0.78,0.99,1.78,1
5.6,23.75,0.44,0.46,1.03,0.67,1
9.87,24.14,0.06,0.88,1.56,0.38,1
9.08,24.42,0.09,0.27,0.82,1.4,1
8.03,24.08,0.38,0.76,1.24,1.57,1
13.23,24.17,0.31,0.82,1.09,0.44,1
5.63,24.54,0.35,0.48,1.67,1.36,1
3.34,24.61,0.49,0.84,1.58,0.66,1
2.14,24.39,0.27,0.15,1.11,1.3,1
7.53,23.46,0.44,0.11,1.58,0.34,1
2.87,22.51,0.38,0.41,1.75,1.05,1
10.78,23.03,0.06,0.79,0.34,0.69,1
14.32,23.34,0.19,0.83,0.38,1.61,1
2.97,23.63,0.15,0.13,0.77,0.41,1
94.59,23.64,1.23,56.39,30.81,46.14,0
60.78,22.75,9.96,30.55,7.52,23.39,0
61.29,23.54,6.84,55.69,11.04,46.97,0
34.25,23.04,7.53,63.28,9.31,20.96,0
88.66,23.91,17.2,60.08,28.42,46.88,0
92.7,22.94,3.38,20.25,35.45,29.36,0
24.65,23.13,17.87,87.54,21.08,45.1,0
80.44,23.23,9.12,15.77,24.52,25.58,0
27.92,23.31,19.84,28.19,13.93,28.71,0
52.99,22.36,15.67,54.08,32.44,37.57,0
62.8,22.06,17.8,6.65,23.23,46.68,0
54.4,22.8,19.65,23.94,7.94,43.67,0
55.41,21.83,10.77,84.4,38.24,16.93,0
55.98,21.99,17.32,90.1,48.03,44.58,0
53.35,22.85,15.72,75.28,29.22,8.93,0
54.17,23.52,7.9,64.81,35.32,14.48,0
41.75,24.14,4.55,43.61,37.88,48.45,0
90.53,24.79,3.67,11.76,30.1,18.06,0
70.4,24.27,19.44,29.21,26.86,27.56,0
64.26,24.32,9.42,47.44,21.32,5.76,0
45.14,23.58,1.03,34.25,17.54,22.71,0
58.08,23.62,14.16,64.87,41.17,25.34,0
80.78,24.14,9.13,71.65,24.56,23.8,0
33.11,24.3,7.43,26.3,21.16,15.37,0
79.86,24.1,15.95,39.63,49.49,31.72,0
82.67,24.82,14.87,76.18,13.83,26.07,0
57.8,24.97,13.99,60.85,42.91,17.81,0
29.24,24.8,14.11,74.54,6.93,35.41,0
29.31,25.28,8.98,23.45,23.7,22.3,0
78.07,24.35,12.53,7.16,46.9,35.88,0
81.41,25.13,4.81,60.03,26.0,23.89,0
52.8,25.06,2.43,94.93,46.42,35.8,0
26.96,24.38,16.02,12.17,8.09,29.18,0
20.58,23.79,9.04,18.04,12.22,8.46,0
73.66,22.93,16.37,47.99,27.79,6.47,0
39.32,22.17,11.33,75.26,32.23,22.65,0
78.56,22.98,7.91,74.93,28.08,38.24,0
89.08,22.9,11.17,53.59,16.96,47.11,0
29.57,22.57,9.22,17.07,27.61,30.26,0
25.37,23.09,18.93,78.47,42.75,21.51,0
56.4,24.09,4.82,16.82,20.53,11.19,0
23.69,23.39,9.38,47.95,18.53,30.71,0
78.79,24.06,7.32,61.18,37.2,45.01,0
65.62,23.27,8.38,52.8,39.59,44.49,0
48.86,23.48,15.75,46.01,19.95,23.51,0
94.99,23.59,10.37,24.81,12.33,6.91,0
60.84,23.28,4.9,71.06,38.35,16.66,0
94.29,23.82,8.11,77.28,25.37,40.7,0
70.08,23.62,17.24,94.23,31.1,15.69,0
76.87,23.12,13.37,21.89,7.31,35.73,0
7.55,22.56,0.37,0.56,0.17,0.37,1
3.94,21.9,0.28,0.5,0.41,0.14,1
14.77,22.31,0.23,0.87,1.7,1.02,1
2.97,22.86,0.34,0.27,1.66,0.17,1
1.59,22.59,0.44,0.3,1.31,0.98,1
9.72,23.21,0.47,0.04,1.84,1.22,1
5.82,22.25,0.24,0.87,0.83,1.07,1
2.46,22.14,0.32,0.72,1.17,0.29,1
5.39,22.92,0.25,0.87,1.55,0.17,1
7.13,22.8,0.37,0.14,1.34,0.47,1
0.35,23.18,0.08,0.09,0.48,0.2,1
0.53,22.63,0.31,0.14,1.89,1.87,1
9.25,22.32,0.01,0.93,1.05,0.09,1
1.25,21.55,0.2,0.67,0.94,0.77,1
3.75,21.24,0.05,0.81,0.27,1.19,1
3.47,21.22,0.32,0.46,0.8,1.19,1
4.62,20.34,0.28,0.67,0.05,0.93,1
2.88,20.18,0.28,0.87,1.77,0.14,1
8.79,20.0,0.07,0.77,1.49,1.81,1
3.33,20.19,0.41,0.67,1.79,0.11,1
8.58,20.0,0.02,0.51,1.22,0.38,1
9.64,20.97,0.23,0.86,0.68,0.53,1
13.68,20.52,0.01,0.77,0.22,0.05,1
4.11,20.35,0.41,0.71,1.96,1.42,1
10.51,20.0,0.5,0.71,1.52,1.88,1
10.6,20.36,0.43,0.95,0.42,1.01,1
3.79,20.42,0.3,0.26,0.67,0.88,1
6.8,20.0,0.25,0.3,0.32,0.09,1
8.77,20.0,0.39,0.17,0.22,1.5,1
14.28,20.0,0.36,0.33,0.58,1.05,1
1.85,20.35,0.09,0.77,1.03,0.02,1
6.41,20.0,0.26,0.21,1.1,1.96,1
4.33,20.83,0.12,0.25,0.76,1.64,1
3.11,20.21,0.27,0.64,1.04,0.87,1
7.37,20.0,0.2,0.8,1.53,0.27,1
13.63,20.08,0.27,0.86,0.12,1.05,1
12.92,20.96,0.05,0.24,0.81,1.73,1
14.89,20.65,0.48,0.01,0.1,0.3,1
12.47,20.58,0.45,0.19,1.24,1.83,1
1.64,20.0,0.23,0.38,1.16,0.88,1
14.91,20.0,0.27,0.47,1.91,0.31,1
12.14,20.03,0.13,0.8,0.54,0.07,1
3.03,20.0,0.38,0.64,1.85,1.57,1
12.02,20.0,0.32,0.67,1.66,1.15,1
9.59,20.0,0.15,0.18,1.23,0.47,1
0.11,20.0,0.3,0.36,1.5,0.75,1
6.17,20.7,0.33,0.36,1.93,1.87,1
13.81,21.48,0.22,0.54,1.48,1.39,1
10.77,21.86,0.5,0.35,1.67,1.4,1
4.95,21.64,0.39,0.9,0.44,1.25,1
94.22,20.8,10.1,26.69,22.18,34.42,0
65.27,21.19,18.69,85.78,8.05,49.7,0
32.17,20.66,1.24,21.27,42.72,5.97,0
76.8,21.45,12.14,79.36,38.58,7.28,0
37.03,21.42,11.51,66.21,12.59,48.93,0
24.32,22.09,18.81,60.7,36.46,28.63,0
22.49,21.88,6.1,49.62,8.45,36.77,0
40.45,22.01,1.06,73.38,42.52,22.78,0
37.08,22.84,12.82,6.15,26.99,33.99,0
48.6,22.48,15.54,61.78,46.72,22.93,0
86.54,21.5,1.94,17.96,8.71,42.94,0
84.62,21.75,9.57,5.38,23.07,13.41,0
70.95,22.19,10.26,8.85,34.53,42.89,0
82.25,22.88,4.81,89.44,19.5,5.6,0
90.64,23.67,13.46,26.99,16.33,26.0,0
31.22,23.53,16.69,32.67,41.39,46.41,0
47.38,22.84,16.24,55.3,35.8,33.03,0
83.36,22.4,4.72,93.57,16.28,38.02,0
43.83,22.02,6.89,76.05,30.06,44.73,0
71.9,21.73,15.31,19.39,23.03,26.73,0
44.16,21.86,14.04,25.51,36.92,47.08,0
65.86,22.82,2.31,87.13,17.85,32.68,0
64.66,21.89,14.77,47.31,7.72,40.89,0
72.55,22.08,1.44,86.92,12.09,28.14,0
54.32,21.8,7.47,49.44,19.01,24.72,0
62.47,21.76,5.52,98.92,27.54,13.74,0
84.98,22.39,1.41,69.56,29.66,12.63,0
47.67,22.65,6.58,83.67,33.73,45.42,0
75.56,21.79,16.89,10.2,39.92,32.62,0
58.14,21.16,2.57,74.91,29.59,47.91,0
65.45,21.79,5.02,63.34,37.52,37.5,0
84.02,21.17,2.47,37.61,35.92,27.44,0
61.45,20.22,8.74,42.05,41.44,23.34,0
24.35,21.1,17.27,96.26,35.98,21.4,0
69.71,20.47,17.04,77.76,22.06,26.54,0
41.9,20.0,15.78,89.93,37.6,25.93,0
24.27,20.98,8.11,49.06,32.41,5.29,0
47.3,21.4,17.11,55.82,10.87,40.89,0
59.56,20.59,10.78,13.31,34.51,46.01,0
39.76,20.78,18.14,32.01,34.43,29.07,0
51.18,21.12,6.7,9.61,38.49,38.57,0
68.27,20.73,5.63,7.12,41.39,27.1,0
27.64,21.53,2.19,38.14,41.21,46.34,0
89.0,20.95,18.25,55.09,14.87,40.91,0
40.04,20.86,5.43,53.92,19.48,11.94,0
85.54,21.01,11.84,88.44,13.81,12.51,0
54.75,20.81,13.54,80.49,38.81,47.4,0
35.48,20.6,11.47,15.52,18.0,14.35,0
28.34,20.92,1.6,67.4,32.46,36.88,0
28.57,20.33,6.53,17.31,42.93,38.61,0
5.19,20.0,0.48,0.59,1.6,0.53,1
11.78,20.47,0.34,0.68,1.11,1.13,1
4.12,20.88,0.18,0.87,0.62,1.09,1
15.0,21.34,0.22,0.43,1.69,1.61,1
7.0,20.56,0.16,0.61,1.75,1.77,1
6.48,20.0,0.23,0.98,1.36,0.81,1
8.52,20.0,0.05,0.83,1.51,0.92,1
13.47,20.64,0.14,0.25,1.88,1.62,1
3.01,20.12,0.07,0.03,0.47,1.55,1
10.96,20.0,0.13,0.4,1.97,0.49,1
4.59,20.64,0.05,0.49,0.76,1.39,1
8.21,21.01,0.02,0.62,0.11,1.23,1
3.05,21.18,0.41,0.91,1.63,0.61,1
13.73,21.7,0.16,0.82,0.02,0.01,1
11.45,22.51,0.39,0.93,0.24,0.46,1
2.74,22.55,0.34,0.53,0.17,0.57,1
12.8,21.78,0.35,0.62,0.99,0.6,1
6.2,20.87,0.01,0.21,0.86,0.84,1
8.88,21.58,0.27,0.08,1.89,0.2,1
0.1,22.06,0.44,0.02,1.52,0.72,1
6.09,21.16,0.04,0.77,0.14,1.84,1
7.24,21.73,0.36,0.39,0.43,1.52,1
13.85,22.23,0.19,0.51,0.73,0.51,1
5.16,22.57,0.21,0.4,1.43,1.84,1
7.13,21.64,0.39,0.64,0.12,0.19,1
6.91,22.32,0.41,0.31,0.77,1.82,1
10.01,21.9,0.13,0.12,0.03,0.21,1
8.32,22.13,0.03,0.14,0.36,1.26,1
8.31,22.93,0.13,0.37,0.19,0.45,1
14.7,23.92,0.32,0.92,1.29,0.07,1
1.57,23.79,0.34,0.25,0.78,1.29,1
3.83,23.71,0.17,0.34,1.92,1.6,1
3.08,24.47,0.41,0.16,0.42,0.73,1
2.06,24.37,0.06,0.49,0.55,1.14,1
6.58,23.84,0.06,0.14,1.64,1.77,1
1.79,24.2,0.03,0.61,1.43,0.75,1
10.72,24.94,0.47,0.06,0.38,0.14,1
11.91,25.06,0.29,0.08,0.55,0.6,1
3.94,24.32,0.04,0.73,0.6,0.9,1
12.06,25.1,0.28,0.9,0.99,1.88,1
8.69,25.28,0.47,0.32,0.73,0.09,1
10.86,25.6,0.39,0.15,0.89,0.35,1
2.45,25.52,0.45,0.23,0.58,1.7,1
0.46,25.03,0.25,0.08,1.97,1.18,1
8.5,24.72,0.04,0.8,1.85,1.75,1
4.95,25.53,0.02,0.65,1.07,0.92,1
2.6,25.54,0.0,0.07,0.45,0.07,1
4.78,25.24,0.09,0.75,0.41,1.38,1
7.73,25.41,0.47,0.04,1.0,1.71,1
4.23,24.55,0.2,0.68,1.78,0.08,1
44.38,23.82,5.42,30.17,14.96,13.81,0
90.05,24.33,3.74,24.42,16.08,46.99,0
79.23,24.48,2.99,84.45,23.37,16.83,0
81.66,24.33,15.79,89.55,46.77,15.72,0
21.1,24.06,17.71,19.68,43.77,19.82,0
22.93,23.13,7.21,89.39,6.15,23.28,0
47.82,22.67,4.28,28.96,44.49,24.62,0
64.2,23.03,3.7,29.64,29.58,15.69,0
56.86,22.67,15.67,95.08,10.21,20.06,0
31.34,21.79,16.4,77.19,26.8,29.2,0
61.66,21.51,16.04,59.51,16.94,35.04,0
60.87,20.52,10.26,41.21,37.35,44.77,0
90.02,21.19,10.72,71.57,43.5,26.02,0
33.32,21.48,4.02,67.46,44.16,45.16,0
59.41,21.54,7.3,98.1,19.39,38.49,0
65.64,20.56,8.48,96.66,30.73,47.2,0
62.95,20.0,14.63,75.78,45.72,5.2,0
55.42,20.0,1.56,97.58,14.99,26.27,0
59.15,20.98,8.22,9.24,20.08,22.61,0
35.59,21.92,11.35,98.79,40.64,49.7,0
56.72,21.93,14.23,15.49,24.85,41.41,0
72.7,21.35,15.17,29.08,44.41,25.69,0
84.91,21.97,8.94,76.28,29.66,22.18,0
63.84,22.69,8.42,15.41,45.3,6.6,0
47.0,23.22,13.15,92.61,11.83,30.51,0
76.82,23.75,10.99,64.35,39.09,42.85,0
46.55,23.0,19.94,46.28,6.1,21.32,0
29.11,22.41,6.35,10.07,35.98,8.33,0
